"ISO","Cases_Resistance_1","Cases_Resilience_1","Cases_Reduction_1","Cases_R2_fit_1","Tests_Resistance_1","Tests_Resilience_1","Tests_Reduction_1","Tests_R2_fit_1","Deaths_Resistance_1","Deaths_Resilience_1","Deaths_Reduction_1","Deaths_R2_fit_1","Cases_Resistance_2","Cases_Resilience_2","Cases_Reduction_2","Cases_R2_fit_2","Tests_Resistance_2","Tests_Resilience_2","Tests_Reduction_2","Tests_R2_fit_2","Deaths_Resistance_2","Deaths_Resilience_2","Deaths_Reduction_2","Deaths_R2_fit_2"
"KWT",-0.000203589081814271,0.00127790978131438,0.352732793522267,0.291902789197325,-0.239322471520614,0.00373175366172694,0.525646637622619,0.91988563255604,-1.70469326877978e-06,0.0107526128789588,0.708791208791209,0.817838151921275,-0.000176257790834604,0.0254630058442284,NA,0.981639200585816,-0.152341178628854,0.0111596509966274,NA,0.919307191018059,-0.152341178628854,0.0210739801912579,NA,0.980155452458058
"LAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBN",-2.92435273788862e-06,0.0381621244271366,0.587174348697395,0.822852544542012,NA,NA,NA,NA,-9.962724758338e-08,0.0455187229364065,0.941176470588235,0.900838901599991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LBR",-1.20213291596122e-06,0.0118159343891557,0.296052631578947,0.634476039367085,NA,NA,NA,NA,-1.26540306943286e-07,0.013949822539183,0.625,0.768487752983862,-3.94647582279374e-06,0.0339184352595557,0.937875751503006,0.959084228651594,NA,NA,NA,NA,NA,0.0675006464709665,1,0.90985126612403
"LBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIE",-8.07614652437265e-05,0.11259911030354,1,0.96771740086641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LKA",-1.23474951256815e-06,0.011345027276291,0.800302571860817,0.285829999706123,-0.0831185567010309,0.0141158322170331,0.967144775210487,0.692204852830266,-1.30760160181196e-08,0.0209649306938076,1,0.617877664588799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LSO",-1.17073061432549e-05,0.0114224471839255,0.840510366826156,0.665121631698336,NA,NA,NA,NA,-4.48126550937985e-07,0.0207819362254236,1,0.51150888488357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTU",-1.51343115045379e-05,0.0254972792130448,0.919417475728155,0.852541796725538,-0.0279487877962408,0.0305167317025667,0.963498116319393,0.691669132450846,-5.14272721027987e-07,0.031837947704679,0.971428571428571,0.874578999475882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",-0.000201030071440439,0.0573887610938389,0.970756516211062,0.981015625925425,-0.174505436918643,0.0582870156219452,0.991831361712909,0.967868560237439,-4.34521451301647e-06,0.0640687528539975,1,0.859425407949297,-0.000140899970605902,0.0305672539792167,0.513378684807256,0.96504732405213,-0.00999825001458321,0.0153790053671018,1.374344562397,0.751026953406284,-0.00999825001458321,0.0953273448237471,1,0.90057151410569
"LVA",-1.23210557511868e-05,0.0344029666256463,0.944922547332186,0.963679136240203,-0.0287300664988056,0.0364792884233003,0.969097585374772,0.97576030609168,-3.18099546071948e-07,0.0202239215328379,1,0.780060690470185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAR",-4.37706739627182e-06,0.0280292856393158,0.60609061648923,0.959867809670929,-0.232145872024312,0.0505311434604785,0.979734015067508,0.917773851831644,-1.46299603490145e-07,0.0401551688629616,0.918518518518519,0.979508493457533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCO",-8.76567118540414e-05,0.059927907039242,0.988372093023256,0.712265084670234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDA",-7.58261788717447e-05,0.0174066605848048,0.259578919837845,0.946292982629977,NA,NA,NA,NA,-2.22114084834194e-06,0.00250075911982498,0.254464285714286,0.526476278584224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDG",-1.14910903062108e-05,0.0294974610913064,0.993505133040017,0.965652795212087,-0.474662729042218,0.0233681446594669,0.808964408109687,0.984541570045715,-1.51673724971985e-07,0.0280085513693765,0.984126984126984,0.941863421971988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDV",-8.73937640368371e-05,0.0278031651589221,0.615580016934801,0.877342897765248,-0.0969802726923191,0.0374573240065565,0.776959346791082,0.961027460157914,-3.69999001002697e-07,0.0382163194851968,0.8,0.546768315375377,-0.000242423345456967,0.0191733930395394,0.732905982905983,0.980586659171865,-0.120921305182342,0.0233365355359801,0.805598257013794,0.985388340854577,-0.120921305182342,0.031767401371087,0.916666666666667,0.769877433066229
"MEX",-5.15571089992936e-05,0.00646781127251854,0.315178866925414,0.973059298935048,-0.53047736592746,0.000519335368065818,0.298122530743386,0.0196616209810471,-5.15338410558875e-06,0.0042439702738701,0.457949551502017,0.802793755634844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MKD",-1.99867522967486e-05,0.0330191708322319,0.528338136407301,0.953043663086564,-0.0952337389076937,0.0159255522479905,0.408814196277336,0.955399569277571,-1.13277462584838e-06,0.013966629406388,0.406779661016949,0.656722780980331,-7.13264022885887e-05,0.0058629389677839,0.295558546433378,0.961382398830345,-0.135983975206924,0.00894165750449776,0.450395571652786,0.971680426072053,-0.135983975206924,0.0149767573260705,0.561111111111111,0.951342929827371
"MLI",-1.80930819935613e-06,0.0372069414145325,0.879912663755459,0.921929871343091,NA,NA,NA,NA,-1.00736591885549e-07,0.0503333250229024,0.980392156862745,0.973320034421484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLT",-3.08013561655935e-05,0.0315764431191124,0.979411764705882,0.860429051516122,-0.031582054309327,0.0316901875028339,0.989117986065736,0.936818463862775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMR",-2.40508170275374e-05,0.00683473960080029,0.108879718783432,0.833782644449167,NA,NA,NA,NA,-5.88864570963088e-07,0.0139310320195691,0.294631710362048,0.980853853021505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOZ",-5.73340284657692e-06,0.0106627510082183,0.533854166666667,0.936755186522085,-0.124053189698704,0.0101324548916881,0.473502591809343,0.848988366213418,-4.8631542002215e-08,0.0246484690528022,0.394736842105263,0.890380729451009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRT",-3.15291870803457e-05,0.0260742944977575,0.955798090040928,0.966903582980129,-0.16808071543224,0.0101786426695814,0.835327920773872,0.849470062281768,-8.34469617133296e-07,0.0693217802393961,0.989690721649485,0.86338462223971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUS",-1.00961890031743e-05,0.164073341716938,1,0.921457636620452,NA,NA,NA,NA,-2.83070719715168e-07,0.069649686597998,1,0.904865073373759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MWI",-4.96603363677541e-06,0.0351378036499508,0.963789473684211,0.910318279755604,-0.194749643546087,0.0294493155033733,0.959483200973246,0.951987594014848,-2.15369037721207e-07,0.0385544242206432,1,0.842187047714405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYS",-4.89031730150882e-06,0.0280645315138742,0.958301743745262,0.827248733166007,-0.129154565989029,0.0384388171243509,0.993129158920688,0.816071204121394,-9.76333249479901e-08,0.0401679670408751,1,0.94674136910386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAM",-8.31983426449359e-05,0.0251374907752398,0.810406811731315,0.966959396328325,-0.162618335824614,0.0168491077219928,0.72788784444269,0.967075060402763,-1.07048009458007e-06,0.0445091613921196,0.955882352941177,0.961321826903163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NER",-1.08565271109955e-06,0.0219897970985053,0.984779299847793,0.90220549623797,NA,NA,NA,NA,-5.2878062032246e-08,0.0482256009234428,1,0.904394545224521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGA",-2.87940811679224e-06,0.017363287804482,0.79216928364445,0.951231677651242,-0.247008257387955,0.0186221481532088,0.895070386575676,0.892453598041999,-5.53023325888394e-08,0.0234092401924739,0.936842105263158,0.900856665226125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NIC",-9.32289177505384e-06,0.0120857620853677,NA,0.936765879058567,NA,NA,NA,NA,-2.83792690043737e-07,0.0166894179962444,NA,0.940891075024214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",-6.16287030548753e-05,0.0315791227458676,0.934545454545455,0.952274229919037,NA,NA,NA,NA,-8.02807234112561e-06,0.0549075029664827,0.990694969467869,0.993534107440639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOR",-3.81093483744131e-05,0.0309890623293052,0.958760890609874,0.910508122589789,-0.0753093311005675,0.0341780368467814,0.972343622336118,0.92365293823567,-1.24694673287044e-06,0.0344532147571433,0.994082840236686,0.877088556657266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NPL",-1.5783472232099e-05,0.0459469342003682,0.672697225363138,0.961588033844658,-0.0814834925375267,0.0370882992394144,0.615333550768997,0.966234012860396,-2.74566795374428e-08,0.0110753332631622,0.35,0.588331179599983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL",-1.10654130565653e-05,0.109315173794966,0.999250374812594,0.986568131906782,-0.0260450421257291,0.100118566537281,0.999413494083341,0.967111079848681,-1.57603334388861e-07,0.0724807355680567,1,0.859207170488784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OMN",-0.000272673403279115,0.0601652970353372,0.875614030047973,0.960968955930379,NA,NA,NA,NA,-1.90341090450791e-06,0.00917417466479948,0.320987654320988,0.76864452320646,-0.000125507625197244,0.0191336868252249,0.667776678167991,0.952044381296588,NA,NA,NA,NA,NA,0.0180331161687242,0.534798534798535,0.752200012955711
"PAK",-2.23591284389135e-05,0.0341357241388138,0.909900059931646,0.973287078140855,-0.216060290074889,0.0282747127034277,0.91764411027698,0.964959164956642,-4.49811904062889e-07,0.0380032055011559,0.944444444444444,0.981961819745828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAN",-4.62597293759479e-05,0.00442663707368714,0.149098196392786,0.459980220717924,-0.25514919461315,0.0163935285522258,0.415049949577276,0.941687915732432,-1.38130254048422e-06,0.0118100169778182,0.208053691275168,0.905158905290936,-0.000243684017309853,0.00878742197698568,0.383550178802405,0.959226073810176,-0.358588890101495,0.0137876151341534,0.696790664887402,0.928514551481899,-0.358588890101495,0.0119582705076081,0.633082706766917,0.923411086754819
"PER",-0.000152513147125581,0.0152474721260535,0.320547901619524,0.953235507160399,-1.29748586054576,0.0158711492087675,0.480720990878944,0.934765193175039,NA,NA,NA,NA,-0.000242497796453374,0.0155537863809743,0.772026400234415,0.976358176273677,-1.20459202121249,0.0175722933653445,0.764850950086593,0.954053381388243,-1.20459202121249,0.0240419022882787,0.906350224502886,0.94761823823978
"PHL",-3.82832493399751e-05,0.0099058799832465,0.624461619350919,0.990691100793201,-0.131010050791097,0.0084114897309735,0.601552971234329,0.972799269778819,-6.90630139316471e-07,0.00966469515627595,0.531234269606363,0.934378795574631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PNG",-1.55135331546446e-06,0.0316277734246613,0.953890489913545,0.84761437996489,NA,NA,NA,NA,-1.78830353367661e-08,0.0152014824630405,1,0.669685760607331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT",-6.7955272226612e-05,0.00585224112685293,0.726028978814293,0.435780582811962,-0.0933982389251997,0.0105529053281397,0.854065921092495,0.598968373066124,-2.82444126324312e-06,0.0200077623974757,0.902777777777778,0.934786095539326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRY",-0.000111646218102132,0.008492058325044,0.267982720514366,0.926575460949297,-0.283824242251433,0.00742992164772171,0.226018540863122,0.953536799805522,-2.87695950805675e-06,0.0109091079566435,0.463937621832359,0.948225160962509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSE",-6.20063135411815e-05,0.00559237815019229,0.125189681335357,0.894897219612189,NA,NA,NA,NA,-5.41026256239444e-07,0.0240048422266916,0.376811594202899,0.957989532796256,-0.000121777953415287,0.0172472934339682,0.354516772905801,0.955009869428941,-0.119131697173013,0.00707459233808256,0.151770973003802,0.987471750212903,-0.119131697173013,0.00460945337790495,0.194630872483222,0.595635066920484
"QAT",-0.000594364574149792,0.018823911038389,0.870030366736744,0.881679524890374,-0.364925860050231,0.0197134700583312,0.878119118592604,0.944195016794156,-9.71864522085621e-07,0.0217858862097019,0.857142857142857,0.932478187745367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROU",-1.78836514711076e-05,0.0178954597741415,0.506917800255784,0.94773266780723,-0.106304499053597,0.0320662319160719,0.820849103804919,0.989396103788834,-1.27874033888282e-06,0.030837371115269,0.582113821138211,0.979765829796358,-6.36084950359404e-05,0.00312376763810618,0.0543279288702927,0.408766262394655,-0.0626172533810032,0.00856653273377876,0.143604419104477,0.870057241837166,-0.0626172533810032,0.00414712637838645,0.107734806629834,0.909167028408447
"RUS",-6.79513255470983e-05,0.00763014338428008,0.511163280370778,0.994171570145922,-0.048481356509667,0.00808686106177683,0.653438214696562,0.938913137333806,-1.15065351939494e-06,0.00666217595151102,0.412815626488804,0.895957341451336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWA",-6.82200233180302e-06,0.0657208575933886,0.911724762335899,0.980069179489953,-0.0176642277397945,0.0386963116046853,0.792206079018104,0.981882796200456,-4.32358681055872e-08,0.0196837700883162,0.785714285714286,0.864783856649757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAU",-0.00011224837505124,0.0176034282218025,NA,0.958121078459719,-0.147959643628467,0.0201687242051349,0.956835270758432,0.963410750969254,-1.30982289327411e-06,0.00705464546524279,NA,0.944785774093948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SDN",-4.19984196315793e-06,0.0278724961905551,0.979582971329279,0.892667352882876,NA,NA,NA,NA,-3.20187777816775e-07,0.0373513171872708,1,0.842049798276171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEN",-7.27905575333867e-06,0.027641821011752,0.908106334099114,0.987140904608831,-0.114519945909398,0.0195898719615949,0.868416669766369,0.962612124866103,-1.91114033563208e-07,0.0248868565693749,0.925,0.967460699470334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SGP",-0.00013426221334373,0.026317535976965,0.99221158137849,0.927364658897564,NA,NA,NA,NA,-8.20464714632971e-08,0.0381795701317143,1,0.915828188604948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLE",-3.27442009731747e-06,0.0140919996287744,0.95077663530956,0.916802635612881,NA,NA,NA,NA,-1.85533757428402e-07,0.0241241771866627,1,0.920675291280809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLV",-6.25759207893804e-05,0.0423736565367224,0.762195722873756,0.96683536397789,-0.164689270121565,0.0421221771098823,0.77567676860833,0.972820778832174,-1.63423859359277e-06,0.0215004398147077,0.664150943396226,0.955575147135725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMR",-0.000370086628557959,0.0674930950173178,1,0.95207367490513,NA,NA,NA,NA,-3.53585950851553e-05,0.075529571198741,1,0.904865872396081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM",-2.97737041187188e-06,0.0326377967086349,0.953508030431107,0.936683011205634,NA,NA,NA,NA,-1.2080623818246e-07,0.0498539851333385,1,0.9307960046972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRB",-4.17600104400026e-05,0.0399149349132572,0.802646396396396,0.949557213539964,-0.337792642140468,0.0515143276488938,0.964029121783655,0.96712687796407,-7.93581279476401e-07,0.0434150894151192,0.866666666666667,0.931854834964987,-5.38635945469797e-05,0.0342050558420915,0.814252973916839,0.976160414780761,-0.0421196355846418,0.028942220569055,0.75440454345904,0.964530692730286,-0.0421196355846418,0.0392398651706767,0.8984375,0.978840857596308
"SSD",-5.01352141006808e-06,0.0278578018634897,0.955096222380613,0.774338047314357,NA,NA,NA,NA,-1.00056022438992e-07,0.0476750478985354,1,0.817338541594538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUR",-0.000140394181039626,0.0339849190625741,0.971163186012628,0.991609474853831,NA,NA,NA,NA,-3.47746635892226e-06,0.0272854987372547,NA,0.821956918675939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SVK",-7.50232203827247e-06,0.0746199268288692,0.9609375,0.963844001703078,-0.0415185227663723,0.0608052163364201,0.981112638664458,0.963712847508916,-1.75835672772011e-07,0.103624614610697,1,0.970106019954923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SVN",-1.82016535413376e-05,0.0695884016054326,0.979915433403805,0.950848464430548,-0.0367781396457225,0.0743108608189168,0.971814543559304,0.985831652992402,-1.36608604802851e-06,0.0663355817637778,1,0.94793033698053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWE",-0.000102593553791512,0.0223992888863942,0.851407172914334,0.810224918557798,NA,NA,NA,NA,-8.68577629868298e-06,0.0330893721238604,0.982672138622891,0.95439662924869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWZ",-6.60596260528684e-05,0.0250068735709164,0.854906054279749,0.99464336044349,NA,NA,NA,NA,-1.75837209222144e-06,0.0345322552608615,0.980392156862745,0.939482998656018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYR",-4.21469891101803e-06,0.0219684716726099,0.468004338394794,0.997369467048085,NA,NA,NA,NA,-1.89707163565345e-07,0.010234300234783,0.289156626506024,0.878690322358835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD",-1.56338855703072e-06,0.0926193297241611,0.967289719626168,0.963946302399207,NA,NA,NA,NA,-1.41240710759784e-07,0.0746728687813401,1,0.944684095365172,-6.33148013750757e-07,0.0132016111028651,0.440045248868778,0.941921747804384,NA,NA,NA,NA,NA,0.0431361454095352,1,0.945074678960171
"TGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THA",-1.34154770077435e-06,0.0465756231858189,0.973942759504485,0.858513348489146,-0.0340861361506898,0.0578285784849563,0.988443486576114,0.861896602019523,-2.63610398272618e-08,0.0615194695899456,1,0.943537544990988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJK",-1.56348917269069e-05,0.0126563619824128,0.766630901287554,0.840486788811325,NA,NA,NA,NA,-1.97113710076348e-07,0.0790784617559804,0.914893617021277,0.922788516162746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTO",-3.05825475119168e-06,0.126502602333648,1,0.975841489150519,NA,NA,NA,NA,-2.28654560836761e-07,0.0633409981719311,1,0.679797873932295,-7.4341314092052e-05,0.0306376481890543,0.760476739715494,0.972836167451787,-0.399311531841652,0.011132593170054,0.508146764302792,0.824174676143724,-0.399311531841652,0.0255318068942948,0.86,0.863028971589157
"TUN",-2.62298011493391e-06,0.0685935133348556,0.945806451612903,0.964375350753053,-0.0783416726233024,0.0680969972909784,0.979629411859331,0.929168074083292,-1.15072676010004e-07,0.0442372364487338,0.970588235294118,0.965655949226166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TUR",-4.47958476941653e-05,0.0331051453857109,0.739674540237795,0.98971791148831,-0.137845003077214,0.0220824103353571,0.817264977474628,0.906614103060049,-1.23833478025077e-06,0.0324073318239028,0.818077364994255,0.970324836683386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TWN",-5.47513254838239e-07,0.0819469637228888,0.99079754601227,0.967815922327751,-0.0145785219399538,0.0529347138559913,0.967232137226462,0.942479798124507,-8.3974425588687e-09,0.0893205345857143,1,0.792054930070035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UGA",-4.80094444808815e-07,0.0197441870679534,0.644808743169399,0.88880162607647,-0.0140087627790528,0.0292233874331177,0.770305676781488,0.908641005190771,NA,NA,NA,NA,-4.16431647755843e-06,0.018927012668367,0.347963040739185,0.960736727012867,-0.08259802177471,0.0167163077237519,0.294553803732655,0.946218419497742,-0.08259802177471,0.0150806480872874,0.428571428571429,0.723289500259253
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URY",-5.35447949709347e-06,0.0204966605272253,0.858064516129032,0.940184550271116,-0.0217660591045833,0.0278522263788846,0.837203698999301,0.943561538424966,-1.49695125725194e-07,0.0288113580357552,0.846153846153846,0.919931356347189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USA",-9.09984263660586e-05,0.00880194814635012,0.30697274168745,0.984936045605079,-0.184547944860617,0.0286878385069248,0.781722652500881,0.982289693581575,-6.47910226530605e-06,0.0217271093134263,0.737871864217103,0.99144116273439,-0.000196315288076835,0.0121791306841488,0.402990541217663,0.988581928601754,-0.0706129586032032,0.00894112488471364,0.378645642229291,0.977453277060006,-0.0706129586032032,0.0065322702961222,0.343848344073131,0.927056392017776
"UZB",-2.07474340811084e-06,0.0317359704495667,0.404953917050692,0.933754346289141,NA,NA,NA,NA,-8.36590083915662e-09,0.0176429562909518,0.428571428571428,0.828522424102104,-2.05084083428468e-05,0.0108204911026446,NA,0.87411417652782,NA,NA,NA,NA,NA,0.0168236998351392,0.863945578231293,0.896710314256117
"VAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VEN",-3.493606665339e-05,0.0159380823634536,0.665304396843292,0.950628842142089,NA,NA,NA,NA,-2.98214129912977e-07,0.0157475061732781,NA,0.985225757490263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNM",-8.58857787153117e-08,0.0279546334711223,0.956937799043062,0.450170881585311,-0.00518704981093421,0.0522972219057079,0.996350629342359,0.889495668214704,NA,NA,NA,NA,-2.41219866535349e-07,0.0975173855189463,0.957410562180579,0.99025337156856,-0.00237476819856705,0.0927187065961324,0.954664975160216,0.9748157365153,-0.00237476819856705,0.0835448338353465,1,0.8358082588902
"VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWID_KOS",-1.36798197823439e-05,0.0453211413526292,0.695915279878971,0.981079123115681,NA,NA,NA,NA,-4.34608495354346e-07,0.0634194391462974,0.952380952380952,0.84111182173975,-0.000108714210766494,0.026226894556948,0.746049876261184,0.989626177217548,NA,NA,NA,NA,NA,0.0394551125664527,0.874538745387454,0.972877131970649
"YEM",-1.0098582550615e-06,0.0314169324237986,0.98539176626826,0.9730279385898,NA,NA,NA,NA,-2.99068248178902e-07,0.0301611738071336,0.973094170403587,0.967180787382457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZAF",-0.000193875130271803,0.0323186471302497,0.872129185770641,0.939942372225907,-0.265072431119426,0.0146767073494862,0.705188091201169,0.914612214456319,-4.30493406615456e-06,0.0138412074460706,0.769544101519662,0.807139506779091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZMB",-2.04091001958447e-06,0.0349671947767797,0.602345415778252,0.856172386289433,-0.0655375226639544,0.0285109299528046,0.678832404760458,0.787741953659323,-1.08790512771027e-08,0.015885143043553,1,0.663114601780976,-1.37402417629807e-05,0.0176233418652091,NA,0.954909534794651,-0.230870471246298,0.0342816824539383,NA,0.977286656845404,-0.230870471246298,0.0343239389254797,0.984924623115578,0.913911805539405
"ZWE",-9.58088538011389e-06,0.0343129933904706,0.892415730337079,0.881540332882016,-0.110370594769262,0.0183550661741967,0.791099179593199,0.831455464616241,-3.20259932649874e-07,0.0748093843662258,0.966386554621849,0.922442788225006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWID_WRL",-1.04606164745014e-05,0.00243603193014113,0.0820879487456216,0.604501183489104,NA,NA,NA,NA,-8.43747251039508e-07,0.0108807203193625,0.379975793846285,0.9579968684553,-3.40302410905266e-05,0.00177652288521931,0.0522066593962848,0.500803407439819,NA,NA,NA,NA,NA,0.00254649763239421,0.132491435568118,0.837068588133072
